payment_id,order_id,amount,fee,tax,net_amount,settlement_id,payment_date,settlement_date,status
pay_P852LCTU,ORD_1218,979.81,19.6,3.53,956.68,setl_023,2026-08-23 17:17:00,2026-08-24,captured
pay_DUF3CLVZ,ORD_1219,1623.66,32.47,5.84,1585.35,setl_023,2026-08-23 18:54:00,2026-08-24,captured
pay_DOHNUQM2,ORD_1220,212.55,4.25,0.77,207.53,setl_023,2026-08-24 04:56:00,2026-08-25,captured
pay_KHEAH9TN,ORD_1222,1641.65,32.83,5.91,1602.91,setl_023,2026-08-24 04:02:00,2026-08-25,captured
pay_PYUN8P2V,ORD_1223,334.41,6.69,1.2,326.52,setl_023,2026-08-23 20:21:00,2026-08-24,captured
pay_MR2ME6CH,ORD_1224,343.16,8.1,1.46,333.6,setl_023,2026-08-23 23:47:00,2026-08-24,captured
pay_CZA0EXEZ,ORD_1225,1859.31,37.19,6.69,1815.43,setl_023,2026-08-23 20:22:00,2026-08-24,captured
pay_98DLL55R,ORD_1226,3023.53,60.47,10.88,2952.18,setl_023,2026-08-24 07:24:00,2026-08-25,captured
pay_Y1ULRGYA,ORD_1227,216.21,4.32,0.78,211.11,setl_023,2026-08-23 19:53:00,2026-08-24,captured
pay_H2VSZQGU,ORD_1228,3487.11,69.74,12.55,3404.82,setl_024,2026-08-24 05:18:00,2026-08-25,captured
pay_0UV07QA4,ORD_1229,3034.86,60.7,10.93,2963.23,setl_024,2026-08-24 08:58:00,2026-08-25,captured
pay_74PIFQVO,ORD_1230,251.35,5.03,0.91,245.41,setl_024,2026-08-23 23:59:00,2026-08-25,captured
pay_3UX75HKC,ORD_1231,687.83,13.76,2.48,671.59,setl_024,2026-08-24 04:57:00,2026-08-25,captured
pay_4YAEIQJ2,ORD_1232,492.79,9.86,1.77,481.16,setl_024,2026-08-23 18:16:00,2026-08-24,captured
pay_4FGA910K,ORD_1233,1843.27,36.87,6.64,1799.76,setl_024,2026-08-23 18:59:00,2026-08-24,captured
pay_PSCLPFM5,ORD_1234,3449.97,69.0,12.42,3368.55,setl_024,2026-08-24 04:14:00,2026-08-25,captured
pay_CQ1AZW5N,ORD_1235,2987.27,59.75,10.75,2916.77,setl_024,2026-08-24 05:49:00,2026-08-25,captured
pay_3QMU5G8U,ORD_1236,3493.16,69.86,12.57,3410.73,setl_024,2026-08-23 23:27:00,2026-08-24,captured
pay_G01IBSKC,ORD_1237,2532.37,50.65,9.12,2472.6,setl_024,2026-08-24 05:00:00,2026-08-25,captured
pay_B3E9DRS4,ORD_1238,877.09,17.54,3.16,856.39,setl_025,2026-08-24 03:15:00,2026-08-25,captured
pay_7D06MRM8,ORD_1239,1275.85,25.52,4.59,1245.74,setl_025,2026-08-24 01:02:00,2026-08-25,captured
pay_AV76XY2F,ORD_1240,2990.68,59.81,10.77,2920.1,setl_025,2026-08-24 07:01:00,2026-08-25,captured
pay_TAATN16Z,ORD_1241,234.74,4.69,0.84,229.21,setl_025,2026-08-23 23:25:00,2026-08-24,captured
pay_ARJXEOIH,ORD_1242,1003.68,20.07,3.61,980.0,setl_025,2026-08-24 00:07:00,2026-08-25,captured
pay_L81BDFCM,ORD_1243,729.67,14.59,2.63,712.45,setl_025,2026-08-23 19:20:00,2026-08-24,captured
pay_M7FZY1T3,ORD_1244,722.96,14.46,2.6,705.9,setl_025,2026-08-24 06:52:00,2026-08-25,captured
pay_7WIRDWEM,ORD_1245,422.65,8.45,1.52,328.15,setl_025,2026-08-23 19:05:00,2026-08-24,captured
pay_AHIEK45S,ORD_1246,538.04,10.76,1.94,525.34,setl_026,2026-08-23 17:07:00,2026-08-24,captured
pay_19CCXO1K,ORD_1247,1777.19,35.54,6.4,1735.25,setl_026,2026-08-23 17:20:00,2026-08-24,captured
pay_LYYSI31Q,ORD_1248,1907.73,38.15,6.87,1862.71,setl_026,2026-08-23 21:49:00,2026-08-24,captured
pay_WAJGCMH0,ORD_1249,1045.68,20.91,3.76,1021.01,setl_026,2026-08-23 17:49:00,2026-08-24,captured
pay_1WIKX2OR,ORD_1250,305.66,6.11,1.1,298.45,setl_026,2026-08-24 03:21:00,2026-08-25,captured
pay_6J3V3TWT,ORD_1251,683.19,13.66,2.46,667.07,setl_026,2026-08-23 18:07:00,2026-08-24,captured
pay_24Y6NUZO,ORD_1252,470.66,9.41,1.69,459.56,setl_026,2026-08-24 08:09:00,2026-08-25,captured
pay_WS81HMMM,ORD_1253,1514.76,30.3,5.45,1479.01,setl_026,2026-08-23 21:34:00,2026-08-24,captured
pay_IZUNLVBB,ORD_1254,663.68,13.27,2.39,648.02,setl_026,2026-08-24 01:32:00,2026-08-25,captured
pay_W4RAVFTQ,ORD_1255,1008.92,20.18,3.63,985.11,setl_026,2026-08-24 00:34:00,2026-08-25,captured
pay_PFHJI8R5,ORD_1256,218.33,4.37,0.79,213.17,setl_026,2026-08-24 05:54:00,2026-08-25,captured
pay_QUN4UJWJ,ORD_1257,344.69,6.89,1.24,336.56,setl_027,2026-08-24 03:28:00,2026-08-25,captured
pay_XT7B3TBY,ORD_1258,444.56,8.89,1.6,434.07,setl_027,2026-08-23 17:50:00,2026-08-24,captured
pay_NNR0C0U1,ORD_1259,436.14,8.72,1.57,425.85,setl_027,2026-08-23 22:40:00,2026-08-24,captured
pay_2RV813J9,ORD_1260,1841.56,36.83,6.63,1798.1,setl_027,2026-08-24 07:33:00,2026-08-25,captured
pay_0LDCDL7A,ORD_1261,362.95,7.26,1.31,354.38,setl_027,2026-08-24 07:37:00,2026-08-25,captured
pay_7WFF3L1G,ORD_1262,241.23,4.82,0.87,235.54,setl_027,2026-08-23 20:54:00,2026-08-24,captured
pay_NNNQDG2P,ORD_1263,244.69,4.89,0.88,238.92,setl_027,2026-08-24 04:10:00,2026-08-25,captured
pay_Q809JOZH,ORD_1264,202.94,4.06,0.73,198.15,setl_027,2026-08-24 02:29:00,2026-08-25,captured
pay_V1YKSHE7,ORD_1265,1169.38,23.39,4.21,1141.78,setl_028,2026-08-24 07:57:00,2026-08-25,captured
pay_6437BA3Y,ORD_1266,1884.06,37.68,6.78,1839.6,setl_028,2026-08-23 23:47:00,2026-08-24,captured
pay_U6Q28UVL,ORD_1267,1900.2,38.0,6.84,1855.36,setl_028,2026-08-23 21:03:00,2026-08-24,captured
pay_8UUUHUL1,ORD_1268,712.3,14.25,2.56,695.49,setl_028,2026-08-23 23:45:00,2026-08-24,captured
pay_CQA75A95,ORD_1269,300.09,6.0,1.08,293.01,setl_028,2026-08-24 04:59:00,2026-08-25,captured
pay_YUM13OXR,ORD_1270,965.27,19.31,3.48,942.48,setl_028,2026-08-24 02:31:00,2026-08-25,captured
pay_QYKHFOYP,ORD_1271,314.51,6.29,1.13,307.09,setl_028,2026-08-24 02:51:00,2026-08-25,captured
pay_CM334G8W,ORD_1272,1454.76,29.1,5.24,1420.42,setl_028,2026-08-24 03:19:00,2026-08-25,captured
pay_877EAVBI,ORD_1273,1007.87,20.16,3.63,984.08,setl_028,2026-08-23 21:09:00,2026-08-24,captured
pay_N9JELY4E,ORD_1274,2542.38,50.85,9.15,2482.38,setl_029,2026-08-23 19:49:00,2026-08-24,captured
pay_X89V77RP,ORD_1275,479.79,9.6,1.73,468.46,setl_029,2026-08-23 20:13:00,2026-08-24,captured
pay_2Z2FSFKR,ORD_1276,1463.44,29.27,5.27,1428.9,setl_029,2026-08-23 17:27:00,2026-08-24,captured
pay_QD4UAC1P,ORD_1277,1513.29,30.27,5.45,1477.57,setl_029,2026-08-24 01:03:00,2026-08-25,captured
pay_EBJVY2TK,ORD_1278,1486.77,29.74,5.35,1451.68,setl_029,2026-08-24 02:36:00,2026-08-25,captured
pay_V0Y8V8QK,ORD_1279,299.19,5.98,1.08,292.13,setl_029,2026-08-23 22:44:00,2026-08-24,captured
pay_CQKF19YZ,ORD_1280,1472.07,29.44,5.3,1437.33,setl_029,2026-08-24 06:58:00,2026-08-25,captured
pay_QXIMDFZV,ORD_1281,1861.55,37.23,6.7,1817.62,setl_029,2026-08-24 08:14:00,2026-08-25,captured
pay_I71K8L9P,ORD_1282,483.93,9.68,1.74,472.51,setl_029,2026-08-24 03:26:00,2026-08-25,captured
pay_DOH22GUK,ORD_1283,2989.73,59.79,10.76,2919.18,setl_029,2026-08-24 06:04:00,2026-08-25,captured
pay_FCIUKQNO,ORD_1284,1541.28,30.83,5.55,1504.9,setl_029,2026-08-23 19:32:00,2026-08-24,captured
pay_PESY09QU,ORD_1285,1617.72,32.35,5.82,1579.55,setl_030,2026-08-23 19:15:00,2026-08-24,captured
pay_VXV9HZNE,ORD_1286,1332.41,26.65,4.8,1300.96,setl_030,2026-08-24 06:16:00,2026-08-25,captured
pay_0C3HG9QO,ORD_1287,402.91,8.06,1.45,393.4,setl_030,2026-08-25 08:02:00,2026-08-26,captured
pay_E8C2GUXF,ORD_1288,1509.36,30.19,5.43,1473.74,setl_030,2026-08-24 23:44:30,2026-08-25,captured
pay_0MT56V8N,ORD_1288,1509.36,30.19,5.43,1473.74,setl_030,2026-08-24 23:44:00,2026-08-25,captured
pay_4RNZ7RPD,ORD_1289,3546.45,70.93,12.77,3462.75,setl_030,2026-08-25 03:58:00,2026-08-26,captured
pay_S3ORAJ2B,ORD_1290,200.78,4.02,0.72,196.04,setl_030,2026-08-25 00:57:00,2026-08-26,captured
pay_9YMWZPSR,ORD_1291,199.83,4.0,0.72,195.11,setl_030,2026-08-25 05:21:00,2026-08-26,captured
pay_CTBVIH4G,ORD_1292,256.09,5.12,0.92,250.05,setl_030,2026-08-24 20:24:00,2026-08-25,captured
pay_PWZ7SSZC,ORD_1293,1534.91,30.7,5.53,1498.68,setl_030,2026-08-25 05:02:00,2026-08-26,captured
pay_UD7VS9DB,ORD_1295,379.18,7.58,1.36,370.24,setl_031,2026-08-24 18:38:00,2026-08-25,captured
pay_WCLBN3ZF,ORD_1296,1469.03,29.38,5.29,1434.36,setl_031,2026-08-25 01:42:00,2026-08-26,captured
pay_YPO4MRAX,ORD_1297,1844.07,36.88,6.64,1800.55,setl_031,2026-08-24 18:53:00,2026-08-25,captured
pay_Y5HVWDGO,ORD_1298,3490.46,69.81,12.57,3408.08,setl_031,2026-08-24 23:25:00,2026-08-25,captured
pay_WIOJBEJU,ORD_1299,1533.24,30.66,5.52,1497.06,setl_031,2026-08-24 17:05:00,2026-08-25,captured
pay_2U22EMUS,ORD_1300,273.8,5.48,0.99,267.33,setl_031,2026-08-24 18:43:00,2026-08-25,captured
pay_UVJT6HEM,ORD_1301,524.73,10.49,1.89,512.35,setl_031,2026-08-24 19:49:00,2026-08-25,captured
pay_IXNJESZ2,ORD_1302,206.59,4.13,0.74,201.72,setl_031,2026-08-25 04:39:00,2026-08-26,captured
pay_7RWVFQKR,ORD_1303,3499.61,69.99,12.6,3417.02,setl_031,2026-08-24 21:40:00,2026-08-25,captured
pay_SF6AEUVZ,ORD_1304,1477.06,29.54,5.32,1442.2,setl_031,2026-08-25 03:01:00,2026-08-26,captured
pay_FY10J97F,ORD_1305,242.24,4.84,0.87,236.53,setl_032,2026-08-24 18:24:00,2026-08-25,captured
pay_044RDJ8M,ORD_1306,984.9,23.24,4.18,957.48,setl_032,2026-08-24 20:58:00,2026-08-25,captured
pay_N22T015U,ORD_1307,1258.81,25.18,4.53,1229.1,setl_032,2026-08-24 21:03:00,2026-08-25,captured
pay_IDS48D7C,ORD_1308,1220.22,24.4,4.39,1191.43,setl_032,2026-08-25 02:16:00,2026-08-26,captured
pay_3D14PTV6,ORD_1309,1492.82,29.86,5.37,1457.59,setl_032,2026-08-25 01:14:00,2026-08-26,captured
pay_EJVP4RLH,ORD_1310,231.67,4.63,0.83,226.21,setl_032,2026-08-24 20:08:00,2026-08-25,captured
pay_5J3JP3DC,ORD_1311,1639.49,32.79,5.9,1600.8,setl_032,2026-08-24 23:26:00,2026-08-25,captured
pay_S97DG5GP,ORD_1312,665.0,13.3,2.39,649.31,setl_032,2026-08-25 01:17:00,2026-08-26,captured
pay_VWGAT66T,ORD_1313,2527.69,50.55,9.1,2468.04,setl_032,2026-08-25 05:41:00,2026-08-26,captured
pay_MKG1IP53,ORD_1314,496.16,9.92,1.79,484.45,setl_033,2026-08-24 21:20:00,2026-08-25,captured
pay_F1VC698V,ORD_1315,1765.46,35.31,6.36,1723.79,setl_033,2026-08-25 00:56:00,2026-08-26,captured
pay_TBEFP28H,ORD_1316,1540.07,30.8,5.54,1503.73,setl_033,2026-08-25 01:14:00,2026-08-26,captured
pay_NEAURFZ4,ORD_1317,661.47,13.23,2.38,645.86,setl_033,2026-08-24 23:38:00,2026-08-25,captured
pay_42NGDO7X,ORD_1318,1922.0,38.44,6.92,1876.64,setl_033,2026-08-25 03:54:00,2026-08-26,captured
pay_1RE3OWLF,ORD_1319,1249.87,25.0,4.5,1220.37,setl_033,2026-08-24 17:51:00,2026-08-25,captured
pay_0DJCAVOF,ORD_1320,1237.06,24.74,4.45,1207.87,setl_033,2026-08-24 19:12:00,2026-08-25,captured
pay_M4CY9TI7,ORD_1321,408.98,8.18,1.47,399.33,setl_033,2026-08-24 17:59:00,2026-08-25,captured
pay_15WTZGUE,ORD_1322,875.8,17.52,3.15,855.13,setl_033,2026-08-25 03:29:00,2026-08-26,captured
pay_DN9MVRS3,ORD_1323,984.74,19.69,3.54,961.51,setl_033,2026-08-25 00:47:00,2026-08-26,captured
pay_YPVYHCZK,ORD_1324,744.24,14.88,2.68,726.68,setl_034,2026-08-24 17:10:00,2026-08-25,captured
pay_OT76N1HC,ORD_1325,269.47,5.39,0.97,263.11,setl_034,2026-08-25 03:57:00,2026-08-26,captured
pay_JIA8BNX8,ORD_1326,1018.86,20.38,3.67,994.81,setl_034,2026-08-25 00:43:00,2026-08-26,captured
pay_KSUKQIW0,ORD_1327,3499.23,69.98,12.6,3416.65,setl_034,2026-08-25 07:17:00,2026-08-26,captured
pay_4ACM4R8F,ORD_1328,1548.75,30.98,5.58,1512.19,setl_034,2026-08-25 06:57:00,2026-08-26,captured
pay_RNZNORB1,ORD_1329,378.57,7.57,1.36,369.64,setl_034,2026-08-24 19:41:00,2026-08-25,captured
pay_6B6R4QU8,ORD_1330,1818.58,36.37,6.55,1775.66,setl_034,2026-08-25 07:07:00,2026-08-26,captured
pay_VYYFJM2I,ORD_1331,1199.91,24.0,4.32,1171.59,setl_034,2026-08-24 19:54:00,2026-08-25,captured
pay_222EJ5KK,ORD_1332,382.83,7.66,1.38,373.79,setl_035,2026-08-24 23:33:00,2026-08-25,captured
pay_FEUIPB7R,ORD_1333,1275.85,25.52,4.59,1245.74,setl_035,2026-08-24 17:17:00,2026-08-25,captured
pay_UBTOCF7U,ORD_1334,2491.6,49.83,8.97,2432.8,setl_035,2026-08-24 23:40:00,2026-08-25,captured
pay_VZ6KWXJ5,ORD_1335,331.83,6.64,1.2,323.99,setl_035,2026-08-25 04:39:00,2026-08-26,captured
pay_VCF0E7KB,ORD_1336,237.3,4.75,0.85,231.7,setl_035,2026-08-25 08:28:00,2026-08-26,captured
pay_IC82YZXX,ORD_1337,302.77,6.06,1.09,295.62,setl_035,2026-08-24 20:03:00,2026-08-25,captured
pay_ZJIR34BH,ORD_1338,337.07,6.74,1.21,329.12,setl_035,2026-08-24 21:38:00,2026-08-25,captured
pay_W7XV2K36,ORD_1339,361.37,7.23,1.3,352.84,setl_035,2026-08-25 00:59:00,2026-08-26,captured
pay_ZO1A1OXK,ORD_1340,267.07,5.34,0.96,260.77,setl_035,2026-08-24 22:21:00,2026-08-25,captured
pay_M3BQ0NC3,ORD_1341,1234.17,24.68,4.44,1205.05,setl_036,2026-08-25 08:22:00,2026-08-26,captured
pay_EUF9Q36X,ORD_1342,3473.84,69.48,12.51,3391.85,setl_036,2026-08-24 23:59:00,2026-08-26,captured
pay_AMHXSPS5,ORD_1343,213.45,4.27,0.77,208.41,setl_036,2026-08-25 01:20:00,2026-08-26,captured
pay_Q3H2Z1W2,ORD_1344,1763.37,35.27,6.35,1721.75,setl_036,2026-08-25 08:01:00,2026-08-26,captured
pay_I50ZT6Z4,ORD_1345,1876.1,37.52,6.75,1831.83,setl_036,2026-08-24 18:51:00,2026-08-25,captured
pay_814X4K4H,ORD_1346,163.18,3.26,0.59,159.33,setl_036,2026-08-25 02:28:00,2026-08-26,captured
pay_93A3PE73,ORD_1347,245.0,4.9,0.88,239.22,setl_036,2026-08-25 01:38:00,2026-08-26,captured
pay_GNIJH57Z,ORD_1348,2534.18,50.68,9.12,2474.38,setl_036,2026-08-24 22:12:00,2026-08-25,captured
pay_KTFVSL3F,ORD_1349,1749.69,34.99,6.3,1708.4,setl_036,2026-08-25 03:35:00,2026-08-26,captured
pay_2RVDVGUT,ORD_1350,280.36,5.61,1.01,273.74,setl_037,2026-08-25 07:09:00,2026-08-26,captured
pay_R52SUVDU,ORD_1351,219.25,4.38,0.79,214.08,setl_037,2026-08-24 21:55:00,2026-08-25,captured
pay_05KYD6SU,ORD_1352,173.35,3.47,0.62,169.26,setl_037,2026-08-24 19:51:00,2026-08-25,captured
pay_IP1BUHWV,ORD_1353,246.54,4.93,0.89,240.72,setl_037,2026-08-24 19:23:00,2026-08-25,captured
pay_OKFAAKBY,ORD_1354,1006.71,20.13,3.62,982.96,setl_037,2026-08-25 05:50:00,2026-08-26,captured
pay_SCRQ2VI4,ORD_1355,723.66,14.47,2.6,706.59,setl_037,2026-08-25 03:26:00,2026-08-26,captured
pay_G90UDB2K,ORD_1356,378.84,7.58,1.36,369.9,setl_037,2026-08-25 06:44:00,2026-08-26,captured
pay_R8HTWFH9,ORD_1357,221.03,4.42,0.8,215.81,setl_037,2026-08-25 01:33:00,2026-08-26,captured
pay_HMH8S8KU,ORD_1358,271.58,5.43,0.98,265.17,setl_037,2026-08-25 00:40:00,2026-08-26,captured
pay_3H165ARU,ORD_1359,1182.29,23.65,4.26,1154.38,setl_037,2026-08-26 07:17:00,2026-08-27,captured
pay_QZGVMQBU,ORD_1360,1208.44,24.17,4.35,979.92,setl_037,2026-08-25 23:19:00,2026-08-26,captured
pay_ROOTBJZ9,ORD_1361,1643.97,32.88,5.92,1605.17,setl_038,2026-08-26 01:37:00,2026-08-27,captured
pay_E6AAWWS0,ORD_1362,499.53,9.99,1.8,487.74,setl_038,2026-08-26 06:52:00,2026-08-27,captured
pay_2A2GEK5X,ORD_1363,2525.7,50.51,9.09,2466.1,setl_038,2026-08-26 08:11:00,2026-08-27,captured
pay_67GBZLRN,ORD_1364,466.25,9.33,1.68,455.24,setl_038,2026-08-26 03:12:00,2026-08-27,captured
pay_3VJWONJC,ORD_1365,470.03,9.4,1.69,458.94,setl_038,2026-08-25 20:19:00,2026-08-26,captured
pay_XE3WERXG,ORD_1366,3009.8,60.2,10.84,2938.76,setl_038,2026-08-26 07:58:00,2026-08-27,captured
pay_E9MRC7YV,ORD_1367,1018.52,20.37,3.67,994.48,setl_038,2026-08-25 20:06:00,2026-08-26,captured
pay_9CWGLZ49,ORD_1368,1531.99,30.64,5.52,1495.83,setl_038,2026-08-25 19:38:00,2026-08-26,captured
pay_U5RDQLH0,ORD_1369,429.54,8.59,1.55,419.4,setl_038,2026-08-25 20:53:00,2026-08-26,captured
pay_H66XYBD4,ORD_1370,1253.98,25.08,4.51,1224.39,setl_039,2026-08-25 22:26:00,2026-08-26,captured
pay_1V5ISXR1,ORD_1371,209.86,4.2,0.76,204.9,setl_039,2026-08-25 18:26:00,2026-08-26,captured
pay_NAPNI2WN,ORD_1372,859.86,17.2,3.1,839.56,setl_039,2026-08-26 00:34:00,2026-08-27,captured
pay_C10L9EBM,ORD_1373,3496.46,69.93,12.59,3413.94,setl_039,2026-08-26 00:19:00,2026-08-27,captured
pay_TX8GUGIO,ORD_1374,3508.97,70.18,12.63,3426.16,setl_039,2026-08-25 23:04:00,2026-08-26,captured
pay_7O8VT08C,ORD_1375,3020.27,60.41,10.87,2948.99,setl_039,2026-08-26 00:27:00,2026-08-27,captured
pay_X2X5YDOU,ORD_1376,215.21,4.3,0.77,210.14,setl_039,2026-08-25 22:51:00,2026-08-26,captured
pay_CN3A8DTL,ORD_1377,733.6,14.67,2.64,716.29,setl_039,2026-08-26 08:03:00,2026-08-27,captured
pay_0EB8F00E,ORD_1378,3023.96,60.48,10.89,2952.59,setl_039,2026-08-26 05:31:00,2026-08-27,captured
pay_00LWH5K6,ORD_1379,1887.87,37.76,6.8,1843.31,setl_040,2026-08-25 20:44:00,2026-08-26,captured
pay_0VZOGUOQ,ORD_1380,232.11,4.64,0.84,226.63,setl_040,2026-08-25 22:07:00,2026-08-26,captured
pay_BYF35YP3,ORD_1381,2996.58,59.93,10.79,2925.86,setl_040,2026-08-26 05:41:00,2026-08-27,captured
pay_WD6549VO,ORD_1382,1815.96,36.32,6.54,1773.1,setl_040,2026-08-26 02:47:00,2026-08-27,captured
pay_4DYUJ47X,ORD_1383,849.52,16.99,3.06,829.47,setl_040,2026-08-25 18:37:00,2026-08-26,captured
pay_AZ95Q1M5,ORD_1384,463.04,9.26,1.67,452.11,setl_040,2026-08-25 23:18:00,2026-08-26,captured
pay_V5ZM77LN,ORD_1385,701.43,14.03,2.53,684.87,setl_040,2026-08-26 05:21:00,2026-08-27,captured
pay_7N944FUC,ORD_1386,477.54,9.55,1.72,466.27,setl_040,2026-08-25 21:42:00,2026-08-26,captured
pay_UN1WZAS0,ORD_1387,891.82,17.84,3.21,870.77,setl_041,2026-08-25 19:14:00,2026-08-26,captured
pay_42S7BVCY,ORD_1388,311.46,6.23,1.12,304.11,setl_041,2026-08-25 19:45:00,2026-08-26,captured
pay_XTH61K4O,ORD_1389,336.82,6.74,1.21,328.87,setl_041,2026-08-25 20:17:00,2026-08-26,captured
pay_A7L5BCYM,ORD_1390,266.97,5.34,0.96,260.67,setl_041,2026-08-26 07:23:00,2026-08-27,captured
pay_XWE7B2JT,ORD_1391,1503.41,30.07,5.41,1467.93,setl_041,2026-08-26 00:53:00,2026-08-27,captured
pay_CW7PB8IY,ORD_1392,1236.35,24.73,4.45,1207.17,setl_041,2026-08-26 03:25:00,2026-08-27,captured
pay_K0DBYR0C,ORD_1393,2974.25,59.48,10.71,2904.06,setl_041,2026-08-25 19:08:00,2026-08-26,captured
pay_BU7DE7NX,ORD_1394,547.33,10.95,1.97,534.41,setl_041,2026-08-26 08:59:30,2026-08-27,captured
pay_TAO2JJVU,ORD_1394,547.33,10.95,1.97,534.41,setl_041,2026-08-26 08:59:00,2026-08-27,captured
pay_BECMX665,ORD_1395,385.18,7.7,1.39,376.09,setl_041,2026-08-26 08:36:00,2026-08-27,captured
pay_UDDMR8O1,ORD_1396,1280.88,25.62,4.61,1250.65,setl_042,2026-08-26 01:57:00,2026-08-27,captured
pay_L0T4WE32,ORD_1398,199.42,3.99,0.72,194.71,setl_042,2026-08-26 08:45:00,2026-08-27,captured
pay_RORZPY6K,ORD_1399,3479.89,69.6,12.53,3397.76,setl_042,2026-08-26 06:10:00,2026-08-27,captured
pay_SA8MVDNE,ORD_1400,222.55,4.45,0.8,217.3,setl_042,2026-08-25 23:31:00,2026-08-26,captured
pay_AZJQHG5A,ORD_1401,463.68,9.27,1.67,452.74,setl_042,2026-08-25 17:13:00,2026-08-26,captured
pay_HJANRM8Z,ORD_1402,1241.5,24.83,4.47,1212.2,setl_042,2026-08-25 22:50:00,2026-08-26,captured
pay_3082UCP0,ORD_1403,3520.23,70.4,12.67,3437.16,setl_042,2026-08-26 02:20:00,2026-08-27,captured
pay_1LEI4RPQ,ORD_1404,2520.66,50.41,9.07,2461.18,setl_042,2026-08-25 18:29:00,2026-08-26,captured
pay_QLPB2Y5J,ORD_1405,676.07,15.96,2.87,657.24,setl_043,2026-08-25 21:07:00,2026-08-26,captured
pay_KE51UDKF,ORD_1406,1504.47,30.09,5.42,1468.96,setl_043,2026-08-26 07:34:00,2026-08-27,captured
pay_LJRUHLZZ,ORD_1407,2545.94,50.92,9.17,2485.85,setl_043,2026-08-25 20:17:00,2026-08-26,captured
pay_G858549Z,ORD_1408,304.74,6.09,1.1,297.55,setl_043,2026-08-26 03:59:00,2026-08-27,captured
pay_4LXQKARS,ORD_1409,301.38,6.03,1.09,294.26,setl_043,2026-08-26 04:27:00,2026-08-27,captured
pay_JY95Y55V,ORD_1410,1249.76,25.0,4.5,1220.26,setl_043,2026-08-25 19:18:00,2026-08-26,captured
pay_WPEO590W,ORD_1411,1920.97,38.42,6.92,1875.63,setl_043,2026-08-25 20:05:00,2026-08-26,captured
pay_9GCK88X9,ORD_1412,889.65,17.79,3.2,868.66,setl_043,2026-08-26 08:35:00,2026-08-27,captured
pay_JJU68UFJ,ORD_1413,333.58,6.67,1.2,325.71,setl_043,2026-08-26 04:09:00,2026-08-27,captured
pay_5T9YBD43,ORD_1414,652.97,13.06,2.35,637.56,setl_043,2026-08-25 23:21:00,2026-08-26,captured
pay_98C6CXT2,ORD_1415,2516.92,50.34,9.06,2457.52,setl_044,2026-08-26 00:01:00,2026-08-26,captured
pay_114ZO65G,ORD_1416,2498.32,49.97,8.99,2439.36,setl_044,2026-08-26 07:57:00,2026-08-27,captured
pay_X0LB1FS3,ORD_1417,360.0,7.2,1.3,351.5,setl_044,2026-08-25 21:46:00,2026-08-26,captured
pay_LAIGNEF4,ORD_1418,3518.85,70.38,12.67,3435.8,setl_044,2026-08-25 23:29:00,2026-08-26,captured
pay_IZT0JCN4,ORD_1419,1151.33,23.03,4.15,1124.15,setl_044,2026-08-26 06:30:00,2026-08-27,captured
pay_WUJXW7FJ,ORD_1420,976.72,19.53,3.52,953.67,setl_044,2026-08-26 04:32:00,2026-08-27,captured
pay_RJCJ5F3D,ORD_1421,1912.99,38.26,6.89,1867.84,setl_044,2026-08-25 22:02:00,2026-08-26,captured
pay_IE27PR58,ORD_1422,1190.78,23.82,4.29,1162.67,setl_044,2026-08-26 00:31:00,2026-08-27,captured
pay_J4Y5TNEL,ORD_1423,1547.95,30.96,5.57,1511.42,setl_044,2026-08-26 05:25:00,2026-08-27,captured
pay_J27YGWA5,ORD_1424,465.92,9.32,1.68,454.92,setl_044,2026-08-25 22:12:00,2026-08-26,captured
pay_2JT468MC,ORD_1425,731.33,14.63,2.63,714.07,setl_044,2026-08-26 07:26:00,2026-08-27,captured
pay_HFO9MQ0J,ORD_1426,1475.23,29.5,5.31,1440.42,setl_044,2026-08-25 22:36:00,2026-08-26,captured
pay_XJ2XZX08,ORD_1427,494.91,9.9,1.78,483.23,setl_045,2026-08-26 00:39:00,2026-08-27,captured
pay_TKE4L9PK,ORD_1428,230.59,4.61,0.83,225.15,setl_045,2026-08-26 07:04:00,2026-08-27,captured
pay_B0NZEIDO,ORD_1429,1578.44,31.57,5.68,1541.19,setl_045,2026-08-25 20:32:00,2026-08-26,captured
pay_RWDVRQP5,ORD_1430,1290.82,25.82,4.65,1260.35,setl_045,2026-08-26 23:59:00,2026-08-28,captured
pay_IQK0TSIW,ORD_1431,2998.35,59.97,10.79,2927.59,setl_045,2026-08-27 00:37:00,2026-08-28,captured
pay_5TCHOQQJ,ORD_1432,1482.62,29.65,5.34,1447.63,setl_045,2026-08-26 22:24:00,2026-08-27,captured
pay_XB5GDPDF,ORD_1433,1754.6,35.09,6.32,1713.19,setl_045,2026-08-27 07:35:00,2026-08-28,captured
pay_QS28T5QZ,ORD_1434,1283.05,25.66,4.62,1252.77,setl_045,2026-08-27 03:01:00,2026-08-28,captured
pay_A3ATICFL,ORD_1435,1913.94,38.28,6.89,1868.77,setl_045,2026-08-26 17:37:00,2026-08-27,captured
pay_9789HCL7,ORD_1436,412.88,8.26,1.49,403.13,setl_046,2026-08-26 18:01:00,2026-08-27,captured
pay_24UGJUEK,ORD_1437,482.12,9.64,1.74,374.32,setl_046,2026-08-27 08:11:00,2026-08-28,captured
